"","X","Y","",""
"1",571974.301717444,297353.143014753,18864.5576485647,52178.0900278944
"2",458283.050032869,313070.235216494,27654.9421933717,-92979.4157808006
"3",542492.515229531,271073.333171812,-43245.4750609578,-16286.7401960378
"4",434545.948681494,259401.381500561,12549.2310797047,-47121.6444533388
"5",455213.512389696,311935.928216248,93478.1960746991,52694.9774270178
"6",473145.35107814,282903.979580964,61989.9105409609,-29754.0015143089
"7",463053.770487473,310948.27626591,50408.311228833,-2994.16719929787
"8",504334.262958122,286970.040305986,4019.44636002154,420811.161053919
"9",486125.88129103,348661.61738936,45785.801120672,-18006.7503200045
"10",396944.083825819,260949.510644972,-10411.839154018,-3633.41369679605
"11",461165.046009058,366706.765453485,16144.4127482764,-72838.8247025144
"12",412292.027397199,332524.944488069,57326.1643400049,-48734.7317529569
"13",453876.063096317,298436.153752315,43279.5544063925,-97220.26342888
"14",412518.622887735,281908.090519663,51687.115568267,-13132.169033937
"15",375761.067014812,320594.791087197,-34378.2761350319,-63135.7564014239
"16",488543.196491313,338448.393786162,85278.8358233198,-3572.19486633371
"17",428400.95204562,330807.730790453,-3842.63451608035,-70634.8064153762
"18",435138.950547935,296693.693679788,4982.52179406575,-78463.1299769431
"19",433215.813877943,311862.351487535,-60456.0691203942,-89101.6787905423
"20",466582.423733865,326649.481111783,-51523.0551765359,-102941.763937761
"21",332165.533871651,269012.554475804,-126191.251442836,344634.531885873
"22",403388.911581167,192174.484357422,107489.527107265,21554.857071108
"23",257668.747235018,107561.832369,-150659.894456962,522973.523571854
"24",463523.503476694,244142.108188421,100969.10920295,47733.466559256
"25",415769.670849628,249425.9430306,47285.0103038818,-44924.4507706221
"26",416913.239609507,209662.763555057,18728.0936200684,-49619.1662238635
"27",217354.326111855,159580.793585313,-44881.7927944034,-54321.956481811
"28",326193.742354828,221799.742737415,-21044.3019940961,-31628.1838182186
"29",294573.155034371,285304.509626669,-45708.5281113904,-59496.9937716887
"30",488305.804208547,320224.844155541,-26584.3104333061,-90432.9372695559
"31",493090.780724828,346333.290843341,-27234.0995834377,-106963.539899203
"32",458110.293676424,327910.998640366,-60220.5429911553,-129636.191658717
"33",381045.290082031,348078.453064531,-74323.4043785298,83930.7911923704
"34",466687.584733733,391931.188798132,64298.7988128864,49376.5805619614
"35",432905.832126186,384321.024382761,-79683.1053393519,175153.518463915
"36",432524.217866439,391611.096468169,-17183.2434811381,-5996.61484615135
"37",415838.392709849,344119.316217114,-11021.0851881885,-70261.9751725654
"38",462735.409550858,320237.772259663,17997.2826688447,-91985.3939446754
"39",515769.916964996,370893.273590056,102051.174113902,97794.0103303847
"40",429276.465105683,391978.07864652,-80857.4376723447,582958.837691037
"41",462560.821515352,353585.474184857,-54636.306321899,407404.062344549
"42",419247.9968542,361978.548869012,94723.002271792,-24415.6979678874
"43",414836.715633965,361654.218155254,69349.3266117485,131262.391988018
"44",380330.067958363,227581.799955736,106935.474850073,56633.2256133051
"45",433079.391845746,206263.64906806,86067.0824015449,-58305.656345965
"46",469792.133172938,298344.180506646,-40734.6297133646,-119402.389536683
"47",417844.965836888,211021.111052736,-29102.1284537829,-106794.716225252
"48",394081.068021168,190523.479160737,39821.678085263,33092.4609274849
"49",434954.821886787,291354.391187916,-23455.3202174173,-84874.1055083765
"50",489991.355753079,338059.542310024,91365.3874884861,14487.4957763429
"51",439465.818521095,334639.331973063,-63219.3187076025,329800.695144105
"52",505451.024591512,373695.416664883,13986.9536846486,96939.6160132699
"53",470844.619800168,319082.520572415,1954.27022812223,-61885.3970827489
"54",471976.174623828,226249.22785037,42080.0085880033,257403.03915282
"55",410327.242541071,160851.07061638,-10579.1021388824,53659.6848891751
"56",402511.33983465,211045.658701179,-31391.3123035104,-9267.33647700521
"57",466243.16907421,254193.587714701,25880.1888797917,-62433.4366125195
"58",466035.024409959,191083.31847952,52497.0066921543,-11591.0484612496
"59",415760.563289087,266126.354997238,-14989.5570295885,21878.4560608805
"60",470801.316403771,285142.109355326,-22664.7409809293,-111784.062360577
"61",496651.274203382,267867.406755093,33662.6763353721,16060.0874769634
"62",476890.6084701,266153.19708742,-14051.7141806648,21160.5623574636
"63",460913.579915901,316693.506290981,-21430.9413110983,-51021.2844363742
"64",436729.724461634,293769.604092124,-68091.3625850867,-74075.2624391322
"65",603657.994858074,215552.021766572,103947.086354081,125456.71967134
"66",559610.116657423,347500.985346818,78398.7005707763,-23948.3855395354
"67",590242.252614812,208851.903211306,122306.29058496,96945.3233531105
"68",637258.205417251,199817.268937783,68944.8510394942,162350.102103822
"69",472507.257429966,214103.264818374,13374.9621164018,-59243.928120502
"70",553339.559292351,316364.722951363,72349.2290013445,-25912.7928930712
"71",487670.356548491,323873.978771565,-34745.7250508191,-120376.475686315
"72",406474.54666653,257520.971324231,15858.9986648047,4072.08486754374
"73",449783.371479202,219386.70328418,44404.8462985451,196427.364993849
"74",397730.625132932,370916.445291565,-22142.2169491418,-73587.87832529
"75",400733.507741087,388859.022959372,2701.16968010979,-74602.5154337284
"76",333012.476515083,385894.580418772,-22809.9702884622,-83835.9429235793
"77",400350.165587216,348045.89285958,-18896.9616382937,-85170.1021223463
"78",317514.576868294,491677.455530841,68090.8572727025,17955.422589512
"79",522369.216802572,267101.757289807,87271.2819974166,13862.3073717853
"80",439114.63438702,364309.123234556,35175.596565396,71045.6591062275
"81",419005.332499392,228471.360817503,87195.4722006315,29379.7229804946
"82",458889.813869242,306625.567871646,23846.7262702998,-98909.7170286272
"83",455491.668860202,308836.669822898,-13531.3599235478,-72519.0339587582
"84",517724.832730797,275094.071871044,38010.7532357364,67811.1027139193
"85",459771.592438526,300242.95027262,-19833.1156169725,-18828.4542478745
"86",437042.613057183,321295.306408377,-32732.6693388864,-121166.977584945
"87",460330.219279024,331071.795046028,-59583.9805969108,-100834.46759043
"88",445240.094739599,292467.234031516,1809.29078079165,-90329.5641877551
"89",439025.204020134,231557.31111017,19713.2810437112,105843.715257342
"90",489455.814682015,330185.304328809,87806.04150723,71735.1903269565
"91",485962.712005669,318616.500318789,70694.8273644198,-93684.3633917078
"92",438439.472481164,301845.370874607,12560.1355035632,-78225.3788333335
"93",443993.226814358,311561.866891979,-24777.1989197403,-111642.367202204
"94",454864.125300869,315724.339278562,41996.2985913127,-72310.4508667658
"95",416731.399733918,320660.925382646,-43541.8861770102,-108572.432510321
"96",463033.292046407,330630.545017793,128.121949288659,-117423.740166145
"97",445854.359832153,339467.107508801,-82722.3747324274,-143752.723982253
"98",348791.147730997,299208.106559258,-43489.2242521635,62325.6838575344
"99",516893.604806188,391093.363430715,110168.167317013,53796.1947820471
"100",431115.325790925,310415.712651169,-22998.0285618402,36086.5741705896
"101",495945.522361093,390052.668422904,80618.6729581191,-22769.8770206412
"102",477437.588092673,352829.061477083,41419.2891013504,272353.719417284
"103",421394.876217579,324735.173574856,-35036.04709346,-104815.769769967
"104",451355.94869465,314670.325375252,-52578.6086860018,-74886.784956995
"105",519279.27598801,263366.844761668,88158.491333443,-17610.0042760285
"106",478492.381536602,298974.533914366,19121.2018880208,-63664.1006212118
"107",477747.711747593,255683.245149309,40949.6288971929,-11551.1906397417
"108",521170.640491621,301281.665792449,-74497.2259442035,-53230.0984856563
"109",461847.56047921,330545.602562785,-48362.121929302,-111054.082572358
"110",490685.68822342,314336.210923958,61909.3535623942,-64530.4355289494
"111",456492.205182372,277359.149216477,-45430.783430124,-70699.4094076886
"112",643966.457378277,324894.727063094,66422.5655790055,405083.474688351
"113",485035.497241578,252732.733217235,-59579.8518525489,-16525.0706805008
"114",479273.968313175,359893.933220493,-77720.8268232664,-40241.3644945921
"115",404031.268135388,329481.482742619,22584.3183697477,-42209.9631185606
"116",453288.942658228,248739.906411585,35358.2749690416,-35217.4094924992
"117",481472.669035958,321412.261607867,51242.566037147,-36203.5490998621
"118",527016.803569686,193681.118979816,22550.6386073586,89572.2538639907
"119",531832.492662666,258589.466207418,46733.0549939202,138709.994260786
"120",498693.593229332,185291.225428865,92467.7655375687,4748.28972672508
"121",671432.020759026,228543.561775774,72261.3272557796,57834.0933668494
"122",451545.882077034,319305.055259271,-51097.859160184,-63272.1850003997
"123",458476.506845936,297864.499550024,21244.3294265438,-64981.1665411225
"124",482807.109300038,304911.321763887,-38014.7974215643,-97838.8902620486
"125",455307.342686288,253122.868893195,-47538.8704706817,185867.932746244
"126",516825.911068552,236446.707267389,-11268.1846657436,137886.53691099
"127",447645.013072782,348715.351841224,-17685.2191603871,-95566.108291443
"128",446415.194149785,333833.472705485,-28284.6897123744,-85295.4804035591
"129",401108.006273784,308316.998902553,-52615.9048971837,-46862.973165447
"130",454449.218979576,245690.347476584,3228.69745269633,-83329.7889401602
"131",425920.66680359,327392.046899263,-106438.872946796,-28766.0388735602
"132",430895.166851659,322161.473491575,51770.0195778712,-76209.3179467577
"133",442964.695291183,264322.269469135,97374.0809995072,121844.368852904
"134",590797.05968333,278617.591582385,25310.5858443812,164199.117410485
"135",474638.437491662,312218.521446111,18214.5530514287,-53347.6519833188
"136",479099.865266933,277354.115001776,-59578.5508162516,-66408.273640059
"137",492243.852158934,323819.085188688,69835.7730741913,36851.0204806825
"138",469515.759746893,314464.892575844,49574.6081670537,-69862.1982525327
"139",424544.97597845,319582.907660776,-26039.4688908996,-92153.968823044
"140",459892.334526586,332456.648333244,-40248.3187375595,-136623.367183005
"141",431043.893901921,311644.751086753,6596.69026764134,-103289.92720311
"142",413197.702189576,287126.093494948,-58924.0692154312,-88992.1579484109
"143",396032.485343551,340939.091611368,-13233.251493529,8062.35695838259
"144",407591.283613531,309143.605999957,-25808.6370815353,-108675.111256767
"145",411109.091847631,294321.139207127,-2651.71596356544,-72661.0388957663
"146",530873.524063033,343643.228238533,7371.59123794684,-48029.2756664029
"147",445595.849682727,296942.167778157,29464.8384192305,-109815.648647707
"148",462190.638399037,344616.316673058,15786.9747480605,37427.6862936601
"149",494852.378876431,356812.64646056,-30579.9333346293,-51886.3970352149
"150",500146.480114724,362016.703737453,-34377.0016928321,-73097.0882082187
"151",418424.280202395,347297.874957362,-16054.1418032905,-20507.9853706337
"152",444162.949718815,355009.967669949,19425.4869735816,-120551.417997204
"153",430952.019154763,382966.93714585,53402.1534786679,-39027.7559496757
"154",409794.679430502,309318.34598463,18846.1048748581,-119548.300935439
"155",451346.19658181,348144.109242142,34794.4834832778,-106651.547215798
"156",431849.457901628,362777.977455792,47732.2319175879,-4697.69503618852
"157",452171.606750748,309544.918920666,-44891.3228847904,-76758.2085175107
"158",472023.864813486,333530.300807441,31169.5396329102,-80175.5615627914
"159",436965.199825685,302939.283903799,-43753.1277269569,-62273.287531349
"160",418236.525273473,322016.150764413,19746.8143867295,17057.156112209
"161",443344.047941009,341200.738121555,-55940.1491572373,-116875.492064764
"162",422524.415119631,291788.800258295,-5874.91096241042,-104561.636777413
"163",451559.213544395,343204.278056174,-51900.858585073,-107069.162723109
"164",441644.907210383,381219.821340911,17062.5836069795,-55667.0642192371
"165",477112.227343439,315096.996241388,18097.6730541954,-48988.6486677836
"166",431168.985704184,288324.209900899,57856.8497434681,-128658.883111097
"167",172577.91641898,192313.489727761,85355.8240073712,-96654.3250929943
"168",203327.741215793,202465.163546647,-176561.15358425,260662.589637093
"169",369490.568980414,374040.251867428,-74880.8173249822,-56826.5659410801
"170",405070.252334093,323965.04335107,-30744.4434436788,-50960.588045568
"171",423619.547499774,367028.13258659,33574.9041789634,-45574.1593230653
"172",494312.497984934,266103.181293734,116857.9256571,290253.225271593
"173",685928.573903692,299027.441147208,159904.414237376,151584.665033035
"174",623063.389281695,327140.3922734,134392.293493691,123648.436080331
"175",489215.631191436,291288.959410752,49771.2806616451,-80046.7502807063
"176",510000.839705883,262223.060291359,48090.0264219998,-28464.4292858423
"177",557109.293651849,310149.102019879,143093.640518237,-91674.4936292584
"178",570363.839102246,281948.863337389,92012.8742069521,-5068.12908362169
"179",697424.767771342,161002.941221663,-71238.6873526667,522693.702505112
"180",405507.038018207,101385.371183494,-342790.711463245,863570.753179361
"181",484657.969289792,284559.386100838,42857.5229470836,-134722.200035996
"182",540684.500531156,330645.65384377,158392.880916037,176571.963085282
"183",248429.577756047,180606.128573501,45337.581463514,-78003.7452880182
"184",299104.824514192,216214.120797236,-54568.8459942085,-77063.8076717307
"185",338291.591734622,210747.362989107,-8709.81395486509,-89076.8851002846
"186",295441.069817186,229871.485433471,123836.766690855,-113864.22990456
"187",428932.672944301,301836.456631011,-47376.5614835715,-136705.136693027
"188",216086.097108256,237316.415896226,-18929.0678316436,-131290.641897352
"189",346884.373558479,247641.416271383,-47673.1834683403,-101897.30635349
"190",221706.36919578,188219.908724417,7176.07893947842,-46619.1368439263
"191",209642.937180404,125181.304293387,164547.954094119,127961.502139985
"192",492369.309775297,303659.396398595,84305.5863401729,-79365.5724556093
"193",301291.607439969,244576.461799583,-118283.238719605,300991.660668438
"194",445943.052171453,366215.461401212,3733.24279848908,-96923.1949627536
"195",424603.167594898,287021.543656916,-36265.2256595646,-109131.489242573
"196",367309.496116209,279013.606983439,26253.9217825512,-64332.2016857981
"197",397800.325099699,273065.715131769,-13075.8694420424,-33316.004019861
"198",384043.424254272,325714.746459028,-21185.1062490049,-126183.08253202
"199",397349.721647894,295294.118932536,-41951.340896093,-100998.339907231
"200",279295.673279615,225156.245861698,79738.1667055439,23339.1095385032
"201",459046.8807472,301376.719933545,30908.1009909003,-73231.5000568483
"202",407339.480760217,283428.986818217,49427.012592023,-58585.3885957096
"203",407503.123733988,245303.538107186,20170.4831179069,3917.25582514596
"204",528201.352095432,241771.39289187,66858.1795609155,93012.9125089034
"205",482373.613767701,169051.464225992,63974.6814797225,157473.570371988
"206",435311.117381407,164423.970034468,-12060.8980740389,49025.9707191144
"207",478009.970665781,209002.318105748,11680.5924633624,-46569.4291711074
"208",505185.836620576,204199.56203639,-73780.344769264,-40652.3453837228
"209",447086.592795453,279918.592803694,-4719.9874636498,-83376.1828409823
"210",467212.3646778,260742.2381446,74315.7614127102,-38349.2879862775
"211",426864.199535023,190567.953055092,35682.374227878,-53155.1108117781
"212",482521.994388486,266278.627744342,33376.2829062031,-55553.0797501779
"213",455314.745326805,264700.052920291,31884.8383537185,-92145.3589119275
"214",403115.728165907,206768.267748212,-19014.7849408642,-21169.588099593
"215",402593.815352114,205947.442833842,43430.1817513614,-24999.6600446006
"216",604894.796743472,339001.571096203,103747.378706264,90264.9798087523
"217",659949.719070541,302748.963427069,79876.0501251424,176599.085735786
"218",507338.188239975,313317.843140171,45608.5592390632,-35321.5124454327
"219",507597.704473384,226392.915072707,103805.801777866,114619.135097612
"220",504897.423863618,298286.669062297,24689.244729223,-110763.385464015
"221",502901.833790821,252110.847604675,71207.8798113462,89782.9762439102
"222",478188.831864653,235645.658604349,-25828.1969068953,-44109.4422720059
"223",430457.115790507,243193.047565442,3784.01556648937,27650.8452325636
"224",478506.429302976,201352.490672581,-9666.68441973193,17567.3249905834
"225",485395.326467818,244694.86414448,43138.7560543939,57911.1157484459
"226",540155.248746366,248765.465025615,6887.83700789521,919.01412049745
"227",452505.848766553,309398.806095368,40617.7330326387,-66063.5630112204
"228",488654.805168991,373540.327697749,134350.074561706,-57739.8018590589
"229",480428.400425552,317190.658530835,-1550.84885751904,-63554.0414484288
"230",491899.49139533,321849.518233739,23134.7855911803,26789.6947865073
"231",446702.698008906,304661.856439525,-58835.9501312445,-106505.897723636
"232",472310.30695209,297978.294269397,41058.8741130241,-83484.6584620751
"233",443459.454944442,313033.051728062,-16910.0529719784,-81636.043156102
"234",405178.289447484,275204.714611899,-32432.0751874152,177212.442094922
"235",409224.083126055,331318.971858739,-2018.41576428537,-63274.377449212
"236",455863.604656648,235255.017676403,-104607.468012161,395934.788075395
"237",564396.487698227,349792.339106765,116542.611161511,169473.456243227
"238",499139.951444035,214081.115583866,50998.7803523286,55249.9201923026
"239",524905.63032557,197777.644193288,13242.8859469773,-38316.2373195214
"240",544427.612554697,303641.62482999,14150.4931978401,-79621.9599907894
"241",486933.738672358,334680.257384533,-49637.6098077784,36118.394985178
"242",536732.463133617,361175.554953489,127344.39372579,78443.1695678976
"243",486557.069318175,344653.940404534,-34590.3916840844,-124212.467589262
"244",468505.140053009,351964.369902671,18585.683896396,-35596.4510356524
"245",414345.935846401,345558.41671681,-14122.8104217209,-112091.925959036
"246",497923.933318813,316624.621132952,-21537.0215597385,-46154.4326645999
"247",473111.038910456,316462.293275199,-7434.50756382238,-96715.660988487
"248",499913.220269001,397187.889222455,-29045.7791971151,8.23959718944388
"249",343600.558358152,390660.652064681,-57725.7594854819,106434.278969145
"250",462719.880001443,364539.150703681,-77307.6192356923,-105999.193182543
"251",557646.465423341,349103.738115582,116328.692894618,60475.9901315733
"252",455161.849580684,326742.009049289,-11294.4714350901,-66593.50250531
"253",421409.052439887,331459.537097236,45544.8487508619,-51574.1012932483
"254",427986.171426218,333959.068704396,2405.5639703169,-104926.923848865
"255",463983.880584064,252017.605877385,-2746.08304638567,141345.279224937
"256",493271.453532136,296928.864409961,-9636.09465239896,-103360.961242101
"257",467028.004174249,296147.910106767,-4724.43495681504,-72815.2959998737
"258",484430.419937786,333082.203693166,24946.4191267331,-91059.2735360077
"259",446172.432787702,331399.520624339,-28540.7406954476,-107574.846748137
"260",458941.307543752,336952.429924575,-95799.6802761877,-106746.885135935
"261",440849.989455814,351258.817731056,-12116.4964632627,-82512.8880234777
"262",389213.867440857,278254.380113386,-9894.08049999073,-65606.0384081683
"263",384271.51559218,314147.7941206,-39801.4111258192,-66109.207318424
"264",409176.287451701,305165.721276815,-73113.2102180173,-125913.462435947
"265",435439.298723405,323305.441583447,-20518.4297325142,-86880.4948278117
"266",427347.785401357,292532.502868059,-18983.0569134136,-13755.6878635482
"267",363563.302972677,350109.166254885,-12017.8244110701,-76500.978547846
"268",433266.742625311,345256.292697766,-78004.2641677158,-127238.698089884
"269",472427.308605908,369546.693748499,-42334.1472814032,43345.5803249208
"270",541832.21285295,423952.68310451,85958.9630489611,310997.61978529
"271",475926.932616395,339405.867926647,-7767.7310302808,-34732.1420778004
"272",509977.064573797,364836.720568216,-57760.7226422978,-6897.85790869992
"273",571754.312364671,426374.603258568,109090.309283498,177494.480720297
"274",532892.981266647,348196.582274534,83017.5962720481,113281.406861868
"275",466787.081404508,385488.819955072,1471.27756279183,35178.5036714662
"276",409168.254710418,265684.635950732,51541.3478476057,-36907.0785862167
"277",428639.023750296,257032.860688837,33809.0973701895,-54881.6510656842
"278",408973.396452585,200634.169158082,-26123.7605860154,285711.320438537
"279",384468.49289324,316873.24238369,17900.0225524226,-64950.5588302151
"280",447593.726109433,348929.300036331,10903.8363671429,52574.3747745552
"281",576573.704332059,293887.785027341,155465.822427164,-5411.59313621145
"282",422288.616800783,323603.921167263,-39077.922299977,330080.146913224
"283",501849.726326981,378799.823515444,-56697.3798963588,-10196.5342791878
"284",452617.439542938,370965.101852863,-88098.3851968715,-102418.613450648
"285",542672.729421997,359955.323688347,134616.35790755,110872.301161277
"286",443749.238014257,321370.567388807,-9769.51204421526,-108113.634460848
"287",431913.485678949,341678.977924895,86000.3390100597,-82406.9540050074
"288",449133.692600353,353342.903485628,-28924.8048766529,-78775.7255250825
"289",438186.52982845,291326.196836964,67201.4809756027,45452.8623195069
"290",479795.502712818,331273.108723113,-3185.69686208728,-115882.17958519
"291",452710.775625666,321761.223338993,-19816.4979001452,-126198.868179412
"292",442258.520973472,314171.887694715,-77896.7329944832,-136162.029999338
"293",429531.54917456,341635.582195702,29985.9914101564,86064.7555231955
"294",434669.384477954,313768.91746102,20385.1443943076,-70375.260682372
"295",408282.892218155,280541.444189721,3249.32937358877,-64889.5256749613
"296",435881.632124753,291959.486565815,-5022.62380555466,-80000.7637896941
"297",519871.701743397,382723.549785408,69584.7873664208,308374.532511064
"298",540448.158439461,256803.4009324,92621.2396655372,275657.482301856
"299",502120.662577073,300466.468204478,117474.424560596,3794.34875143366
"300",313369.515225641,108026.03116942,-74596.840026171,214631.491691605
"301",449066.01668404,302286.391850153,-47677.105809125,-43016.7047527181
"302",319682.537218172,240446.940272325,37774.6752402414,-10213.3904077869
"303",294209.312671768,157144.166128219,3476.02983591463,-56061.7473605598
"304",391556.343147425,190017.404424594,5883.15258902613,-65809.0393216984
"305",462992.755901636,270457.982603611,-10418.0180600687,-89123.8935595076
"306",414414.353198847,223523.526634622,-57634.1183689733,-104213.108788733
"307",410743.59356051,245634.170356571,92459.660225666,6098.91200000967
"308",373809.125062206,286117.997571347,-3512.42000059852,-85742.1605190084
"309",418048.645607416,263783.197859995,-218204.858987004,410083.647773699
"310",494451.99167925,208687.989633154,35521.5926537717,36729.0214151118
"311",521697.062503936,171119.189625887,90135.3388907602,-1376.19898672408
"312",544642.676274855,201356.298248129,32842.4219175015,65779.3206258782
"313",395031.55367696,186912.073751833,-21158.3969613455,-18894.2001186613
"314",499393.969755372,356790.496522822,19568.3820389278,50110.2340057236
"315",506985.439087539,318029.647627507,81427.3608988697,214879.159458103
"316",434359.458672069,286648.751764131,-24841.775234057,-73922.2933261359
"317",395029.596389805,331156.716539736,-32215.9972614329,-74380.3576980878
"318",328464.882727831,294023.820535275,-2253.0124526872,-22173.984539185
"319",302272.741017404,322623.374157785,45185.3900488882,-39582.1937581916
"320",410316.529057092,312266.260633446,50419.655841474,-14987.8878897329
"321",373164.391587784,295315.818968748,-66391.7134404922,-56244.2187489968
"322",591020.989697867,304381.331508897,-8865.60996054634,483622.762859108
"323",458356.996394736,301927.544890758,-10442.5199509885,-108525.021910247
"324",444439.239069335,284903.412481943,84320.0994184059,-51771.0509216333
"325",419658.809383335,235113.654162848,-121164.296430759,385438.670533849
"326",363359.087633892,175012.827533738,51824.3667219186,119518.200717553
"327",359141.35197631,222664.381484288,25043.1485186321,-54626.5294782069
"328",404424.470707108,301188.414174194,-90099.7391206637,202075.308155472
"329",449343.12231846,302470.68910198,-61884.6022939141,-97932.9795285831
"330",448177.374354877,328847.896398535,-80066.8122324997,-126604.898404289
"331",450508.093807975,280934.953518843,35215.1448357934,-18028.7352180319
"332",438419.223622945,358424.349711204,-6555.61629769859,-41707.4767328246
"333",548227.555128203,131118.219683945,101859.289114005,206185.770837688
"334",515375.361793709,179342.91852231,55851.9277069084,73593.2636751862
"335",412205.57936316,330432.211864947,37597.8378206153,-68079.150882847
"336",514009.461731131,289574.950415202,107531.455949252,5683.50746217286
"337",404803.223286201,339837.870189038,-108086.093823719,-8244.04214564708
"338",188388.93173001,212273.642877885,97496.2420863586,-85337.7654921747
"339",450752.639477279,341192.182269945,-74253.7818141388,-152421.215610252
"340",445836.715535039,337965.352274285,-62663.4201624605,-101556.526035077
"341",444959.437466692,333280.534502828,-57218.7400440125,-106363.084149861
"342",388178.969767339,350629.606008243,-13306.1926484002,-56737.7620019671
"343",429444.733306453,329083.475608829,33553.1569483949,-127445.896292405
"344",499222.851979588,409364.835569518,38826.5697113102,78821.2195426678
"345",528777.715888621,281124.669643367,99276.7845081173,-7630.74709253368
"346",453249.426245777,285135.946597343,23564.4449970947,-103419.528733788
"347",483227.060704782,355397.872087181,-81497.7927800715,-85998.5859700016
"348",360813.82382683,429104.240582735,101353.905289995,83870.3601923673
"349",401834.23233878,451398.0612103,109364.853534971,-17323.7627484447
"350",394809.002790447,430619.442205815,40712.2109692761,-51093.1290966088
"351",420310.626276841,449451.294414658,-7170.56402353459,-73360.5982645341
"352",423991.380212259,494101.46908003,-5766.77602298722,-70346.1173939875
"353",95873.0295345648,712064.552277998,257773.941004143,125020.613097432
"354",347372.444479785,458240.677865179,83653.0146349341,-15166.2942850307
"355",399386.97648872,500279.812654165,94687.9035575688,-67480.8319708261
"356",271985.396966218,510459.916995714,-32846.1126935344,301926.096664296
"357",336264.734261224,562151.825815313,61304.6805175859,60156.2888983719
"358",418830.801900365,491603.45802961,-19987.1508758295,-33143.3213201395
"359",333371.900855006,512736.609275658,71566.9970170733,42928.9842582574
"360",448197.508340595,394825.581067447,-12232.7668357514,-105958.101376768
"361",159130.633684732,565166.801324513,131.917865780459,484276.452211576
"362",421752.154888594,390362.457022732,-20441.4137035755,-122014.675052099
"363",325844.551263836,544656.173250249,62059.8508268124,-24393.5291199361
"364",181618.620330735,463226.591051389,14004.0442989323,103221.875272345
"365",428538.587665637,400571.395485965,77794.6949137285,-85510.2937649068
"366",352342.816639003,398245.375045023,-24350.7424501972,-30903.1521266467
"367",443140.228639535,378076.982670431,-79212.4282643927,-129766.899477549
"368",277473.643835442,447512.672029687,130487.403752668,-59950.5248948473
"369",23616.2737426093,462759.593219438,91170.0386342431,94060.8357107907
"370",277189.07746211,620333.139699626,150893.287411777,275957.551758782
"371",442729.701867415,531217.343492956,100128.226253693,-29929.2254825849
"372",421208.535788373,410951.898117872,4233.3276527011,-112933.92718219
"373",372456.063670775,377561.218078061,-16819.8505939247,-113054.106531993
"374",388617.522188647,474816.036869301,22377.7491343413,-75362.3177786025
"375",415537.876753607,369459.340746193,-55257.0789647049,-130892.02644732
"376",406810.245609678,405820.854223433,2756.26094638351,-88241.0421418973
"377",418185.472401257,414161.994734526,-49761.8223752823,-128204.289887419
"378",381266.028528211,413465.67807614,3983.14177143123,-63330.2325556752
"379",408924.690667999,428675.620743841,-9482.02676540931,-123630.043560808
"380",441356.762584812,373122.472481947,-44137.3940603533,-129473.881896974
